-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2015 through 12/31/2024 in LST
Location: Latitude  19.076   Longitude 72.8777 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 97.15 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
PS                     MERRA-2 Surface Pressure (kPa) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
T2M_MAX                MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PS,2016,100.27,100.17,100.01,99.78,99.6,99.42,99.39,99.46,99.69,99.88,100.11,100.15,99.83
PS,2017,100.21,100.16,99.91,99.78,99.62,99.36,99.4,99.44,99.63,99.74,100.01,100.16,99.78
PS,2018,100.09,100.1,99.9,99.72,99.56,99.31,99.29,99.49,99.81,99.96,100.1,100.21,99.79
PS,2019,100.31,100.21,100.02,99.77,99.7,99.36,99.32,99.41,99.57,99.87,100.05,100.15,99.81
PS,2020,100.23,100.17,100.0,99.84,99.6,99.3,99.27,99.28,99.47,99.63,100.11,100.12,99.75
PS,2021,100.03,100.1,99.89,99.8,99.45,99.45,99.3,99.53,99.44,99.77,99.84,100.24,99.73
PS,2022,100.19,100.04,99.8,99.69,99.47,99.37,99.33,99.34,99.58,99.89,100.1,100.06,99.74
PS,2023,100.23,100.14,100.02,99.8,99.77,99.49,99.42,99.7,99.59,100.04,100.09,100.15,99.87
PS,2024,100.23,100.24,100.08,99.71,99.49,99.34,99.18,99.5,99.59,99.8,100.07,100.08,99.77
RH2M,2015,53.44,43.43,50.36,56.22,61.29,80.54,86.62,87.4,84.46,75.88,69.43,52.73,66.94
RH2M,2016,45.48,50.44,47.83,53.82,61.31,77.23,91.17,90.72,90.0,78.89,61.15,53.87,66.87
RH2M,2017,48.83,37.84,46.6,53.13,59.1,82.24,89.94,89.93,88.39,77.32,67.16,66.65,67.44
RH2M,2018,54.45,44.69,42.51,51.32,59.21,81.75,91.0,89.94,85.51,69.41,58.87,46.4,64.7
RH2M,2019,34.59,40.49,43.84,52.8,58.28,73.44,90.82,90.75,91.42,84.44,78.56,76.75,68.18
RH2M,2020,67.73,49.88,49.34,51.15,57.28,82.85,90.18,92.3,90.18,82.78,75.99,69.43,71.67
RH2M,2021,61.76,48.28,37.32,51.04,65.07,86.38,89.71,88.87,91.12,81.4,78.9,75.31,71.39
RH2M,2022,67.96,56.72,41.7,50.69,61.81,76.63,90.49,90.16,90.01,82.64,72.32,68.69,70.92
RH2M,2023,58.51,32.89,44.47,47.4,58.09,73.54,91.28,88.92,89.95,77.09,73.49,64.6,66.92
RH2M,2024,52.87,43.2,45.03,48.16,59.86,79.59,91.34,90.73,89.48,83.52,72.04,71.76,69.07
T2M_MAX,2015,35.25,39.02,43.45,42.22,40.4,37.65,30.85,31.14,34.21,35.3,33.4,35.64,43.45
T2M_MAX,2016,37.5,38.77,42.68,41.66,40.37,39.19,29.23,29.24,30.28,32.1,33.43,33.86,42.68
T2M_MAX,2017,36.11,40.68,44.11,43.46,41.18,37.52,29.75,29.56,32.88,34.03,31.77,31.22,44.11
T2M_MAX,2018,34.66,39.86,42.99,42.54,41.03,37.78,30.19,28.78,33.85,35.32,34.56,34.25,42.99
T2M_MAX,2019,35.97,39.4,43.26,44.91,41.81,39.27,30.78,29.76,30.43,33.06,31.83,31.44,44.91
T2M_MAX,2020,33.49,37.35,40.44,43.5,41.58,35.47,31.18,29.49,32.59,32.54,32.36,31.57,43.5
T2M_MAX,2021,34.73,38.83,42.96,41.3,40.42,33.6,30.63,29.93,29.77,32.63,32.12,30.16,42.96
T2M_MAX,2022,32.01,36.41,42.16,43.06,40.11,37.18,29.94,30.66,31.49,31.76,31.77,32.59,43.06
T2M_MAX,2023,34.14,39.41,39.57,42.76,41.66,38.96,29.75,30.79,31.26,33.61,33.43,34.44,42.76
T2M_MAX,2024,34.97,40.05,40.74,44.11,40.86,38.26,31.09,31.55,31.21,33.17,32.94,32.93,44.11
T2M_MIN,2015,13.88,16.51,14.11,20.8,24.16,24.83,24.11,23.92,20.65,20.57,18.04,12.72,12.72
T2M_MIN,2016,13.04,15.2,19.51,22.0,24.36,25.27,24.03,23.41,22.26,16.65,15.04,13.48,13.04
T2M_MIN,2017,12.13,15.76,16.72,20.43,24.26,25.51,24.38,22.68,22.62,18.12,15.83,14.39,12.13
T2M_MIN,2018,13.56,15.78,19.55,22.04,24.11,24.71,24.21,23.17,21.65,18.19,17.38,12.27,12.27
T2M_MIN,2019,12.56,12.29,17.08,20.89,23.39,25.56,24.4,23.61,23.73,21.13,18.18,15.86,12.29
T2M_MIN,2020,10.5,12.38,15.57,21.41,24.95,23.71,24.11,24.15,23.38,19.92,15.42,13.8,10.5
T2M_MIN,2021,14.57,15.14,20.51,23.03,25.28,24.75,24.71,22.01,23.93,18.18,16.5,15.09,14.57
T2M_MIN,2022,9.49,13.53,19.2,20.8,25.33,24.83,24.02,23.33,22.93,17.56,14.48,12.85,9.49
T2M_MIN,2023,12.82,15.54,18.13,19.25,24.22,24.68,24.5,23.45,23.53,18.56,17.79,15.95,12.82
T2M_MIN,2024,13.72,15.55,16.1,22.73,23.84,25.27,24.29,24.67,23.36,20.27,13.76,13.16,13.16
