-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2015 through 12/31/2024 in LST
Location: Latitude  17.38   Longitude 78.4867 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 494.59 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
PS                     MERRA-2 Surface Pressure (kPa) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
T2M_MAX                MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SFC_SW_DNI,2018,4.8521,4.9193,4.3142,4.7184,3.607,2.1636,0.768,0.8983,2.232,3.901,4.3735,2.8039,3.2818
ALLSKY_SFC_SW_DNI,2019,4.1477,4.8547,4.8919,4.7573,4.5226,3.2239,1.4114,1.3358,1.0577,1.8691,3.731,2.7655,3.2009
ALLSKY_SFC_SW_DNI,2020,3.348,4.3656,4.0922,4.0294,4.3502,2.293,1.8307,1.194,1.5871,2.4869,3.8976,4.9229,3.1961
ALLSKY_SFC_SW_DNI,2021,3.4301,4.9997,4.697,3.5393,3.4286,1.903,1.2478,1.3678,1.4126,3.2863,1.9771,3.4325,2.8836
ALLSKY_SFC_SW_DNI,2022,3.75,4.7995,4.5269,3.3821,3.1771,2.1252,1.1846,1.5672,1.7914,3.2179,3.6754,3.6569,3.0605
ALLSKY_SFC_SW_DNI,2023,4.4215,6.3158,3.7534,3.972,4.2187,3.5878,0.9727,1.7314,1.4126,4.0697,2.2906,3.5378,3.3386
ALLSKY_SFC_SW_DNI,2024,2.9815,4.5998,3.7332,3.6941,3.763,1.8454,0.7447,1.2994,2.0119,2.8618,3.2964,2.8445,2.7974
ALLSKY_SFC_SW_DWN,2015,4.9831,5.9383,5.7972,6.5926,6.7361,5.0172,5.6688,4.6733,4.9985,5.3599,4.6171,4.6186,5.4137
ALLSKY_SFC_SW_DWN,2016,4.7467,5.4562,6.0269,6.9706,6.6636,4.9238,4.3543,4.8778,3.9293,5.2954,5.1202,4.661,5.2512
ALLSKY_SFC_SW_DWN,2017,4.932,6.0365,6.5506,6.871,6.6574,4.9512,4.7962,4.1753,4.7129,4.8156,4.9586,4.8274,5.3513
ALLSKY_SFC_SW_DWN,2018,4.9997,5.6174,6.053,6.5081,6.2731,5.382,4.1731,4.0718,4.9625,5.3501,4.8948,3.7433,5.1624
ALLSKY_SFC_SW_DWN,2019,4.6056,5.6059,6.3485,6.5878,6.703,5.7146,4.5288,4.5355,4.2958,4.3567,4.7184,3.8686,5.1502
ALLSKY_SFC_SW_DWN,2020,4.3718,5.2697,5.9158,6.1932,6.3835,5.3347,4.8286,4.0853,4.4422,4.4914,4.5271,4.7306,5.0458
ALLSKY_SFC_SW_DWN,2021,4.387,5.6249,6.253,6.1608,6.0835,5.0371,4.2898,4.4201,4.332,5.0906,3.7423,4.1911,4.9639
ALLSKY_SFC_SW_DWN,2022,4.5007,5.5603,6.095,6.0922,6.0857,5.4058,4.0207,4.5689,4.3598,4.9207,4.7047,4.1674,5.0347
ALLSKY_SFC_SW_DWN,2023,4.7503,6.0965,5.7655,6.2023,6.3365,6.0341,3.8582,4.8458,4.0735,5.4859,3.9406,4.1208,5.1185
ALLSKY_SFC_SW_DWN,2024,4.279,5.5154,5.8008,6.0874,6.2251,5.0129,3.809,4.4014,4.4263,4.7801,4.6126,3.7522,4.8869
PS,2015,95.88,95.76,95.68,95.38,95.07,94.89,94.93,95.07,95.22,95.59,95.69,95.86,95.42
PS,2016,95.85,95.72,95.54,95.23,95.02,94.88,94.9,94.93,95.05,95.41,95.73,95.78,95.33
PS,2017,95.83,95.78,95.44,95.21,95.04,94.9,94.93,94.92,95.17,95.32,95.62,95.82,95.33
PS,2018,95.68,95.73,95.46,95.24,95.03,94.82,94.79,94.88,95.26,95.59,95.75,95.81,95.33
PS,2019,95.92,95.75,95.51,95.27,95.03,94.87,94.85,94.89,95.13,95.53,95.72,95.87,95.36
PS,2020,95.8,95.81,95.52,95.4,95.05,94.88,94.89,94.86,94.99,95.17,95.77,95.81,95.33
PS,2021,95.68,95.73,95.51,95.32,95.02,94.96,94.8,94.98,94.95,95.33,95.52,95.85,95.3
PS,2022,95.73,95.6,95.38,95.23,94.84,94.86,94.8,94.87,95.08,95.44,95.71,95.68,95.27
PS,2023,95.82,95.73,95.58,95.35,95.22,94.92,94.87,95.15,95.06,95.62,95.77,95.83,95.41
PS,2024,95.86,95.83,95.6,95.28,95.0,94.92,94.74,95.07,95.03,95.43,95.7,95.7,95.34
RH2M,2015,47.63,41.55,42.92,46.74,35.58,63.14,61.02,70.43,74.72,60.99,59.34,49.01,54.46
RH2M,2016,42.58,42.25,38.06,30.92,44.3,66.43,76.62,74.94,84.28,78.69,64.8,54.15,58.22
RH2M,2017,44.12,31.45,33.95,25.41,37.28,67.75,73.68,80.73,83.81,82.78,74.24,58.17,57.94
RH2M,2018,37.82,35.41,28.87,40.87,42.01,63.4,70.94,75.86,75.51,63.08,54.91,55.68,53.79
RH2M,2019,47.38,47.07,34.51,35.4,31.48,54.38,69.98,79.89,83.41,87.28,81.25,75.87,60.74
RH2M,2020,65.19,50.19,43.91,38.48,38.17,70.25,82.83,86.98,88.31,86.68,84.97,79.0,67.98
RH2M,2021,75.42,52.76,31.57,36.99,47.65,71.49,82.65,84.65,87.01,84.84,86.61,77.18,68.34
RH2M,2022,68.61,55.32,33.79,35.16,47.56,62.37,83.28,85.1,86.05,84.8,78.27,73.03,66.21
RH2M,2023,60.95,31.51,44.69,42.83,50.49,48.43,77.25,81.41,85.86,76.52,74.96,68.16,62.16
RH2M,2024,59.56,45.52,37.79,32.4,50.7,69.47,78.37,83.67,85.87,86.0,79.26,72.91,65.22
T2M_MAX,2015,32.65,35.63,39.58,40.8,45.0,38.75,37.1,35.21,35.4,35.82,34.1,35.27,45.0
T2M_MAX,2016,35.58,39.05,40.48,42.74,42.77,40.8,33.6,34.38,31.5,29.76,31.29,30.55,42.77
T2M_MAX,2017,33.27,37.98,41.04,43.31,43.38,40.65,34.01,31.89,30.67,30.78,30.7,30.49,43.38
T2M_MAX,2018,32.32,36.72,40.96,43.29,43.24,39.45,34.67,33.3,33.75,34.32,34.09,32.1,43.29
T2M_MAX,2019,32.15,37.86,41.72,43.23,44.09,42.23,36.06,32.72,31.91,29.34,29.75,28.69,44.09
T2M_MAX,2020,32.68,35.03,38.93,41.06,44.14,36.88,32.46,31.0,31.19,29.44,28.35,27.02,44.14
T2M_MAX,2021,30.56,35.29,41.17,40.76,40.71,36.62,31.95,31.17,29.82,29.82,29.14,28.06,41.17
T2M_MAX,2022,30.69,33.92,41.43,43.02,42.66,41.4,34.41,30.64,30.48,29.03,28.12,31.43,43.02
T2M_MAX,2023,31.36,36.83,38.0,41.71,40.67,41.05,35.38,31.07,31.44,30.45,31.25,31.43,41.71
T2M_MAX,2024,32.56,36.1,41.11,43.52,43.88,39.06,34.03,31.48,30.28,31.15,28.8,29.77,43.88
T2M_MIN,2015,9.68,14.53,15.77,17.39,23.73,22.75,22.15,22.09,19.63,19.41,17.01,11.55,9.68
T2M_MIN,2016,11.68,15.73,18.75,22.59,23.57,22.49,21.83,21.54,19.58,15.31,11.38,10.4,10.4
T2M_MIN,2017,11.58,14.6,15.73,21.41,23.39,21.86,21.85,19.49,19.83,15.88,12.55,11.6,11.58
T2M_MIN,2018,11.25,13.45,18.96,20.45,23.42,22.22,21.47,21.38,19.43,15.66,14.59,8.43,8.43
T2M_MIN,2019,8.11,11.92,17.23,22.39,25.39,22.74,22.0,21.7,20.68,20.21,14.65,11.57,8.11
T2M_MIN,2020,11.55,14.55,19.62,22.2,24.63,22.13,20.87,21.74,20.58,17.39,12.04,9.94,9.94
T2M_MIN,2021,13.32,11.1,16.65,22.01,23.99,21.37,21.76,20.57,18.7,16.49,13.47,9.39,9.39
T2M_MIN,2022,8.32,11.03,15.72,23.3,24.23,22.35,21.2,20.98,20.16,12.94,11.86,12.11,8.32
T2M_MIN,2023,9.18,12.87,17.31,21.54,21.21,21.9,21.14,21.45,21.0,14.19,15.38,10.72,9.18
T2M_MIN,2024,12.78,16.19,20.33,23.2,22.58,21.64,21.61,21.9,19.98,17.88,12.6,8.96,8.96
