-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2015 through 12/31/2024 in LST
Location: Latitude  23.0225   Longitude 72.5714 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 46.53 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
PS                     MERRA-2 Surface Pressure (kPa) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
T2M_MAX                MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
RH2M,2022,46.74,31.17,20.36,24.46,35.75,50.03,82.28,85.45,84.85,67.39,49.92,44.87,52.11
RH2M,2023,37.19,24.53,33.39,30.39,38.01,60.58,85.4,83.44,80.42,64.91,52.04,53.58,53.87
RH2M,2024,41.08,29.47,24.72,26.76,30.43,48.95,76.47,84.19,87.36,80.76,64.59,58.08,54.51
T2M_MAX,2015,31.87,38.61,43.29,45.54,46.19,44.81,38.25,34.46,39.16,39.25,36.89,35.59,46.19
T2M_MAX,2016,35.02,39.03,42.47,44.67,48.58,46.69,39.72,35.17,35.67,35.85,34.75,33.88,48.58
T2M_MAX,2017,35.16,38.35,44.01,45.69,45.58,44.08,36.96,33.08,33.09,36.14,34.57,32.65,45.69
T2M_MAX,2018,34.74,39.03,43.0,45.73,46.91,44.99,38.85,36.68,38.87,38.33,36.55,32.16,46.91
T2M_MAX,2019,33.79,36.67,43.52,45.87,45.53,46.95,40.04,33.88,32.43,32.56,30.77,29.27,46.95
T2M_MAX,2020,30.07,36.05,39.69,45.13,46.3,40.83,37.4,36.18,32.7,33.41,31.81,32.46,46.3
T2M_MAX,2021,32.2,37.97,43.12,43.98,44.4,41.79,38.34,37.27,35.6,34.78,34.23,30.65,44.4
T2M_MAX,2022,32.12,36.38,43.22,45.66,47.65,44.37,35.45,34.09,33.66,33.68,34.77,34.39,47.65
T2M_MAX,2023,32.51,39.24,39.03,42.8,45.23,41.59,35.62,33.02,35.54,34.59,34.52,31.77,45.23
T2M_MAX,2024,32.16,38.32,42.06,45.13,47.44,44.56,37.92,34.88,32.49,32.88,33.18,29.79,47.44
T2M_MIN,2015,8.26,11.32,12.69,21.15,23.94,25.56,24.29,23.61,20.1,16.05,14.58,8.78,8.26
T2M_MIN,2016,8.35,11.28,17.85,20.89,25.24,26.79,25.15,23.46,21.19,16.36,13.56,11.08,8.35
T2M_MIN,2017,7.21,9.41,12.3,18.5,24.62,26.83,24.13,22.94,20.94,17.48,13.39,9.87,7.21
T2M_MIN,2018,9.59,12.45,17.64,19.5,24.08,27.39,24.64,22.71,20.95,17.59,14.25,7.74,7.74
T2M_MIN,2019,7.32,7.26,13.6,20.97,23.49,26.27,25.12,23.39,24.23,17.02,15.58,6.38,6.38
T2M_MIN,2020,6.65,9.27,12.49,20.84,24.83,25.9,25.51,23.96,21.99,16.84,11.01,5.49,5.49
T2M_MIN,2021,7.31,10.53,15.4,18.25,24.5,25.25,24.59,24.67,24.4,14.83,13.48,8.43,7.31
T2M_MIN,2022,6.95,11.3,16.56,21.7,25.91,25.91,24.24,22.46,21.38,16.48,11.92,9.93,6.95
T2M_MIN,2023,6.72,11.04,16.99,20.09,22.71,24.82,24.69,22.88,22.57,18.34,13.7,12.88,6.72
T2M_MIN,2024,9.65,11.9,10.06,21.39,23.4,27.77,25.75,24.37,22.33,18.93,10.69,6.5,6.5
